"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"566","Site1_01/12/1929","Site1_01/12/1929_A123","Edgar Anderson","sepal width","2.8","cm"
"567","Site1_01/12/1929","Site1_01/12/1929_A123","Edgar Anderson","petal length","6.7","cm"
"568","Site1_01/12/1929","Site1_01/12/1929_A123","Edgar Anderson","petal width","2","cm"
"569","Site1_01/12/1929","Site1_01/12/1929_A126","Edgar Anderson","sepal length","7.2","cm"
"570","Site1_01/12/1929","Site1_01/12/1929_A126","Edgar Anderson","sepal width","3.2","cm"
"571","Site1_01/12/1929","Site1_01/12/1929_A126","Edgar Anderson","petal length","6","cm"
"572","Site1_01/12/1929","Site1_01/12/1929_A126","Edgar Anderson","petal width","1.8","cm"
"573","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","sepal length","6.4","cm"
"574","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","sepal width","3.2","cm"
"575","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","petal length","5.3","cm"
"576","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","petal width","2.3","cm"
"577","Site2_13/02/1930","Site2_13/02/1930_A137","Edgar Anderson","sepal length","6.3","cm"
"578","Site2_13/02/1930","Site2_13/02/1930_A137","Edgar Anderson","sepal width","3.4","cm"
"579","Site2_13/02/1930","Site2_13/02/1930_A137","Edgar Anderson","petal length","5.6","cm"
"580","Site2_13/02/1930","Site2_13/02/1930_A137","Edgar Anderson","petal width","2.4","cm"
"581","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","sepal length","5.8","cm"
"582","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","sepal width","2.8","cm"
"583","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","petal length","5.1","cm"
"584","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","petal width","2.4","cm"
"585","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal length","6.9","cm"
"586","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal width","3.2","cm"
"587","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal length","5.7","cm"
"588","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal width","2.3","cm"
"589","Site3_01/12/1929","Site3_01/12/1929_A130","Edgar Anderson","sepal length","7.2","cm"
"590","Site3_01/12/1929","Site3_01/12/1929_A130","Edgar Anderson","sepal width","3","cm"
"591","Site3_01/12/1929","Site3_01/12/1929_A130","Edgar Anderson","petal length","5.8","cm"
"592","Site3_01/12/1929","Site3_01/12/1929_A130","Edgar Anderson","petal width","1.6","cm"
"593","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","sepal length","6.5","cm"
"594","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","sepal width","3","cm"
"595","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","petal length","5.2","cm"
"596","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","petal width","2","cm"
